name,ingredients,cuisine,course,diet,instructions,prep_time,ingredients_clean,combined_features
cauliflower and peas bhurji recipe,"2 cups cauliflower (gobi) , florets 1/2 cup green peas (matar) 5 green chillies , finely chopped 1/2 teaspoon turmeric powder (haldi) salt , as per taste to temper 1 teaspoon oil 1/2 teaspoon mustard seeds (rai/ kadugu)",indian,side dish,no onion no garlic (sattvic),"to begin making the cauliflower and peas bhurji recipe, in a wide bowl, add in enough water and add some salt to it. cut the cauliflower into florets and soak them in salt water for 10-15 minutes.when done, chop the cauliflower and green chillies finely. wash the green peas and drain the excess water. heat oil in a kadai and temper it with mustard seeds. to this, add in chopped green chillies, cauliflower, green peas, turmeric powder and salt. mix them well.cover and cook them in low flame for 7-8 minutes or until done. they should have cooked yet should remain crunchy(al dente)!serve cauliflower and peas bhurji recipe along with palak dal, lauki raita and phulka for your everyday meals.",Total in 20 M,cups cauliflower gobi florets cup green peas matar green chili finely chopped teaspoon turmeric powder haldi salt as per taste to temper teaspoon oil teaspoon mustard seeds rai kadugu,cups cauliflower gobi florets cup green peas matar green chili finely chopped teaspoon turmeric powder haldi salt as per taste to temper teaspoon oil teaspoon mustard seeds rai kadugu indian no onion no garlic (sattvic) side dish
varagu arisi pongal recipe -kodo millet pongal,"1 cup kodo millet , (varagu arisi) 1/4 cup green moong dal (split) 3 cups water 1 pinch turmeric powder (haldi) salt , to taste for tempering 1 teaspoon ghee 1 teaspoon sesame (gingelly) oil 1 teaspoon cumin seeds (jeera) , coarsely powdered 1 teaspoon whole black peppercorns , coarsely powdered 1/2 inch ginger , finely chopped 1 sprig curry leaves , roughly torn asafoetida (hing) , a pinch",south indian recipes,south indian breakfast,vegetarian,"to begin making the varagu arisi pongal recipe, wash and soak moong dal and varagu arisi for 30 minutes.drain the water from the dal and varagu arisi and add them to a pressure cooker, add fresh water, turmeric powder, salt and pressure cook up to 3 to 4 whistles. switch off the heat and allow the pressure to release.now we will temper the varagu arisi pongalheat a tadka pan with ghee and sesame oil and temper with ingredients given under ' for tempering' which is the cumin seeds, whole back peppercorn, ginger, curry leaves and asafoetida.add it to the cooked dal and varagu arisi mixture. stir well to combine and serve hot.serve varagu arisi pongal with mysore chutney and andhra style paruppu podi for a simple and healthy meal.",Total in 69 M,cup kodo millet varagu arisi cup green moong dal split cups water pinch turmeric powder haldi salt to taste for tempering teaspoon ghee teaspoon sesame gingelly oil teaspoon cumin seeds jeera coarsely powdered teaspoon whole black peppercorns coarsely powdered inch ginger finely chopped sprig curry leaves roughly torn asafoetida hing a pinch,cup kodo millet varagu arisi cup green moong dal split cups water pinch turmeric powder haldi salt to taste for tempering teaspoon ghee teaspoon sesame gingelly oil teaspoon cumin seeds jeera coarsely powdered teaspoon whole black peppercorns coarsely powdered inch ginger finely chopped sprig curry leaves roughly torn asafoetida hing a pinch south indian recipes vegetarian south indian breakfast
kadai baby corn paneer recipe,"200 grams baby corn , sliced 200 grams paneer (homemade cottage cheese) , diced 1 onion , chopped 1 inch ginger , finely chopped 3 cloves garlic , finely chopped 2 tomatoes , chopped 1/2 teaspoon turmeric powder (haldi) 1 teaspoon garam masala powder 1/2 teaspoon cardamom powder (elaichi) 1/2 teaspoon kashmiri red chilli powder 1 teaspoon ghee , for garnish 1 teaspoon kasuri methi (dried fenugreek leaves) 1 teaspoon oil",north indian recipes,lunch,vegetarian,"to begin making the kadai baby corn paneer recipe, heat oil in a heavy bottomed pan. once the oil is slightly hot, add ginger and garlic. let it cook for about 30 seconds.after 30 seconds, add in the onions and saute till they become soft and translucent. this will take about a minute or two.as soon as the onion become translucent, add the baby corn and stir fry till the baby corn become tender.then slowly add in the tomato along with turmeric powder, cardamom powder, red chilli powder and saute well for about 10 minutes.after 10 minutes, add in the paneer, kasuri methi into the baby corn stir fry. stir and combine everything well and check for seasoning like salt and switch off the heat. it is ready to be served.serve the kadai baby corn paneer recipe along with dal bukhara, phulka, aromatic vegetable pulao and burani raita to make a complete meal.",Total in 45 M,grams baby corn sliced grams paneer homemade cottage cheese diced onion chopped inch ginger finely chopped cloves garlic finely chopped tomato chopped teaspoon turmeric powder haldi teaspoon garam masala powder teaspoon cardamom powder elaichi teaspoon kashmiri red chilli powder teaspoon ghee for garnish teaspoon kasuri methi dried fenugreek leaves teaspoon oil,grams baby corn sliced grams paneer homemade cottage cheese diced onion chopped inch ginger finely chopped cloves garlic finely chopped tomato chopped teaspoon turmeric powder haldi teaspoon garam masala powder teaspoon cardamom powder elaichi teaspoon kashmiri red chilli powder teaspoon ghee for garnish teaspoon kasuri methi dried fenugreek leaves teaspoon oil north indian recipes vegetarian lunch
lahsuni dal tadka -moong dal with pumpkin,"1/4 cup arhar dal (split toor dal) 1/4 cup yellow moong dal (split) 1/4 cup masoor dal (whole) 1 inch ginger , grated 2 green chillies , slit 1 inch cinnamon stick (dalchini) 1 bay leaves (tej patta) 2 tomatoes , finely chopped 250 grams kaddu (parangikai/ pumpkin) , peeled and chopped salt , to taste 1 teaspoon turmeric powder (haldi) ingredients for seasoning 1 teaspoon ghee 1 teaspoon cumin seeds (jeera) 3 cloves garlic 2 dry red chillies",north indian recipes,dinner,high protein vegetarian,"to begin making the lahsuni dal tadka with pumpkin, we will first cook the dal in the pressure cooker. place the washed dal, grated ginger, turmeric powder, salt, tomato, green chillies, pumpkin, cinnamon stick, bay leaves, along with 2-1/2 cups of water. cover the pressure cooker, place the weight on and cook until you hear two whistles. after the first two whistles, turn the heat to low and simmer the dal for 3 to 4 minutes. after 4 minutes, turn off the heat. allow the pressure to release naturally, as the dal continues to cook while in the cooker. once the pressure is released open the cooker and give the dal a stir. check the salt and spice levels and adjust to suit your taste. transfer the lahsuni dal tadka with pumpkin into a serving bowl. the next step is to make the seasoning for the dal. next, heat the ghee in a tadka pan; add the cumin seeds, garlic, and red chilies and allow them to roast well in the ghee. when the cumin begins to crackle, pour the tadka into the cooked dal and serve warm.serve the lahsuni dal tadka with pumpkin along with rice, accompanied with palak baingan ki sabzi and moong sprouts salad.",Total in 55 M,cup arhar dal split toor dal cup yellow moong dal split cup masoor dal whole inch ginger grated green chili slit inch cinnamon stick dalchini bay leaves tej patta tomato finely chopped grams kaddu parangikai pumpkin peeled and chopped salt to taste teaspoon turmeric powder haldi ingredients for seasoning teaspoon ghee teaspoon cumin seeds jeera cloves garlic dry red chili,cup arhar dal split toor dal cup yellow moong dal split cup masoor dal whole inch ginger grated green chili slit inch cinnamon stick dalchini bay leaves tej patta tomato finely chopped grams kaddu parangikai pumpkin peeled and chopped salt to taste teaspoon turmeric powder haldi ingredients for seasoning teaspoon ghee teaspoon cumin seeds jeera cloves garlic dry red chili north indian recipes high protein vegetarian dinner
andhra style palakaru vepadu recipe - spinach stir fry recipe,"1 cup spinach , washed and chopped 1 onion , chopped 1 inch ginger , chopped 1 teaspoon red chilli powder 1 teaspoon coriander powder (dhania) 1 teaspoon cumin powder (jeera) salt , to taste for tempering 1/2 teaspoon cumin seeds (jeera) 2 cloves garlic , sliced 1 sprig curry leaves",andhra,lunch,vegetarian,"to begin making the andhra style palakaru vepadu recipe (spinach stir fry recipe), firstly heat a heavy bottomed pan/kadhai with oil. add cumin seeds, curry leaves and let the leaves splutter.next, add garlic and saute for few seconds.add the onions and saute till it is translucent. once the onions are soft and translucent, add in the chopped ginger and spinach. mix everything well and let it cook till the spinach becomes soft and wilts down.once done, add in the spice powders that includes red chilli powder, coriander powder, salt and cumin powder. mix everything well and cook for another 2 to 3 minutes. once done, switch off the gas and andhra style palakaru vepadu is ready to be served.serve the andhra style palakaru vepadu recipe along with steamed rice, dosakaya pappu recipe and elai vadam for your lunch meal.",Total in 35 M,cup spinach washed and chopped onion chopped inch ginger chopped teaspoon red chilli powder teaspoon coriander powder dhania teaspoon cumin powder jeera salt to taste for tempering teaspoon cumin seeds jeera cloves garlic sliced sprig curry leaves,cup spinach washed and chopped onion chopped inch ginger chopped teaspoon red chilli powder teaspoon coriander powder dhania teaspoon cumin powder jeera salt to taste for tempering teaspoon cumin seeds jeera cloves garlic sliced sprig curry leaves andhra vegetarian lunch
no onion no garlic oriya style moong dalma recipe,"1 cup yellow moong dal (split) , roasted 2 cups mixed vegetables , cut to bite size 1 teaspoon panch phoran masala 2 tablespoons fresh coconut , grated 1 teaspoon ginger , grated 1 teaspoon turmeric powder (haldi) 3 dry red chilli 1 bay leaf (tej patta) 1 tablespoon cumin seeds (jeera) 1 tablespoon ghee salt , to taste 3 cups water panch phoran spices for tadka 1/4 teaspoon cumin seeds (jeera) 1/4 teaspoon mustard seeds (rai/ kadugu) 1/4 teaspoon fennel seeds (saunf) 1/4 teaspoon kalonji (onion nigella seeds) 1/4 teaspoon methi seeds (fenugreek seeds)",oriya recipes,lunch,vegetarian,"to begin making odiya style moong dalma recipe, soak moong dal in warm water for half an hour. get prep with the other ingredients as well.into a pressure cooker add bay leaf, moong dal and mixed vegetables and pressure cook the dal and vegetables for two to three whistles. let the pressure release naturally and keep aside.in a pan, dry roast cumin seeds and dry red chilli. take the spices off pan to cool. once they cool down, dry grind them and keep it aside.in the same pan heat ghee and add panch phoran, ginger and dry red chillies saute for a few seconds. once the ginger is done add the cooked moong dal-vegetables and mix well. add more water if required to adjust consistency to suit your taste. simmer for 5 minutes.mix grated coconut to the moong dalma recipe and switch off flame. transfer odiya style moong dalma into a serving bowl and garnish with roasted cumin powder, red chilli powder, coconut.serve odiya style moong dalma recipe (no onion no garlic) with roti/chapati and hot steamed rice for weeknight dinner.",Total in 60 M,cup yellow moong dal split roasted cups mixed vegetables cut to bite size teaspoon panch phoran masala tablespoons fresh coconut grated teaspoon ginger grated teaspoon turmeric powder haldi dry red chilli bay leaf tej patta tablespoon cumin seeds jeera tablespoon ghee salt to taste cups water panch phoran spices for tadka teaspoon cumin seeds jeera teaspoon mustard seeds rai kadugu teaspoon fennel seeds saunf teaspoon kalonji onion nigella seeds teaspoon methi seeds fenugreek seeds,cup yellow moong dal split roasted cups mixed vegetables cut to bite size teaspoon panch phoran masala tablespoons fresh coconut grated teaspoon ginger grated teaspoon turmeric powder haldi dry red chilli bay leaf tej patta tablespoon cumin seeds jeera tablespoon ghee salt to taste cups water panch phoran spices for tadka teaspoon cumin seeds jeera teaspoon mustard seeds rai kadugu teaspoon fennel seeds saunf teaspoon kalonji onion nigella seeds teaspoon methi seeds fenugreek seeds oriya recipes vegetarian lunch
chow chow milagu kootu recipe-chayote squash cooked in peppery lentil curry,"2 chow chow (chayote squash) , cut into cubes 1 teaspoon mustard seeds (rai/ kadugu) 1 sprig curry leaves 2 dry red chillies 1/2 cup yellow moong dal (split) asafoetida (hing) , a pinch 1/2 teaspoon turmeric powder (haldi) 1 teaspoon whole black peppercorns 1 teaspoon cumin seeds (jeera) 2 teaspoons white urad dal (split) 1 tablespoon fresh coconut , grated 2 teaspoons oil salt , to taste",south indian recipes,dinner,vegetarian,"to begin making chow chow milagu kootu recipe, wash and peel the outer skin of the chayote quash with a peeler. cut it into cubes and keep aside.wash and soak the moong dal in water for 10 minutes.in a small pan, dry roast the peppercorns, cumin seeds, urad dal and grated coconut till they turn golden and fragrant in medium heat. grind it to a coarse mix using a mixer grinder and keep aside.heat oil in a pressure cooker, add the mustard seeds, let it crackle.once the mustard seeds have crackled add the asafoetida, curry leaves, red chillies and let it splutter.add the chayote squash and saute for a minute.drain and add the moong dal, and saute for a minute.add the ground pepper mix, turmeric powder, salt to taste, 1.5 cup of water and mix well.put the lid on and pressure cook for 2 whistles on medium heat.once the pressure is completely released, remove the lid, mix well and its ready to serve. serve the chow chow milagu kootu recipe along with phulkas or with jeera rasam, steamed rice and elai vadam for the weeknight dinner.",Total in 25 M,chow chow chayote squash cut into cubes teaspoon mustard seeds rai kadugu sprig curry leaves dry red chili cup yellow moong dal split asafoetida hing a pinch teaspoon turmeric powder haldi teaspoon whole black peppercorns teaspoon cumin seeds jeera teaspoons white urad dal split tablespoon fresh coconut grated teaspoons oil salt to taste,chow chow chayote squash cut into cubes teaspoon mustard seeds rai kadugu sprig curry leaves dry red chili cup yellow moong dal split asafoetida hing a pinch teaspoon turmeric powder haldi teaspoon whole black peppercorns teaspoon cumin seeds jeera teaspoons white urad dal split tablespoon fresh coconut grated teaspoons oil salt to taste south indian recipes vegetarian dinner
jharkhand dal peethi recipe,"for the dal 2 tablespoon yellow moong dal (split) 2 tablespoon masoor dal (whole) 2 tablespoon chana dal (bengal gram dal) 1/2 teaspoon turmeric powder (haldi) 1/2 teaspoon red chilli powder 1 teaspoon garlic , paste 1 onion , chopped 1 teaspoon garam masala powder 1 tablespoon ghee 1/2 teaspoon cumin seeds (jeera) 1 asafoetida (hing) , a pinch 1 dry red chilli salt , to taste for the dumplings 1/2 cup whole wheat flour water , as required to make a dough salt , a pinch",bihari,lunch,vegetarian,"to begin making the jharkhand dal peethi recipe, knead the wheat flour with enough water to make a soft dough, keep aside to rest for some time. in a pressure cooker, take all the dals together, wash and add the turmeric powder, garam masala powder, red chilli powder, salt and cook with 4-5 cups of water up to 4 whistles.while the dal is cooking we can make the dumplings. roll out small discs from the dough and bring the ends together to the middle leaving the center hollow just like a flower shape. once the pressure releases, add the peethi into the cooked dal and cook on low heat. if dal has thickened, add water to adjust consistency. cook on low flame till the dumplings get cooked. to temper, heat oil in a small pan. add cumin seeds, hing, red chilli powder, garlic pieces and chopped onions.saute til onions turns golden, now pour this tempering to the dal peethi. dal peethi is ready to enjoy. serve dal peethi along with boondi raita, phulka and kachumber salad for a weekday meal.",Total in 40 M,for the dal tablespoon yellow moong dal split tablespoon masoor dal whole tablespoon chana dal bengal gram dal teaspoon turmeric powder haldi teaspoon red chilli powder teaspoon garlic paste onion chopped teaspoon garam masala powder tablespoon ghee teaspoon cumin seeds jeera asafoetida hing a pinch dry red chilli salt to taste for the dumplings cup whole wheat flour water as required to make a dough salt a pinch,for the dal tablespoon yellow moong dal split tablespoon masoor dal whole tablespoon chana dal bengal gram dal teaspoon turmeric powder haldi teaspoon red chilli powder teaspoon garlic paste onion chopped teaspoon garam masala powder tablespoon ghee teaspoon cumin seeds jeera asafoetida hing a pinch dry red chilli salt to taste for the dumplings cup whole wheat flour water as required to make a dough salt a pinch bihari vegetarian lunch
gujarati kobi marcha no sambharo recipe - cabbage & bell pepper stir fry,"2 cups cabbage (patta gobi/ muttaikose) , thinly shredded 1 onion , thinly sliced 1 green bell pepper (capsicum) , cut into thin strips 1 teaspoon mustard seeds (rai/ kadugu) 1/2 teaspoon methi seeds (fenugreek seeds) 1/2 teaspoon turmeric powder (haldi) 2 teaspoons oil 1 teaspoon lemon juice salt , to taste",gujarati recipes﻿,side dish,vegetarian,"to begin making gujarati kobi marcha no sambharo recipe, heat oil in a pan on medium flame.once the oil is hot, add the fenugreek and mustard seeds and let it splutter.after the mustard seeds have spluttered add the sliced onions and saute until it turns translucent.add the shredded cabbage, turmeric powder and saute a little until the cabbages are half cooked.once done add the capsicum and saute until the vegetables are cooked yet retaining their crunch . add salt, turmeric powder, mix well and check for taste. saute for half a minute till the haldi is uniformly mixed in the gujarati kobi marcha no sambharo.switch off the heat, add lemon juice and give gujarati kobi marcha no sambharo a quick stir.serve the kobi marcha no sambharo (gujarati style cabbage and bell pepper stir fry) rolled in the methi ragi soy wheat thepla recipe or tawa paratha for kids lunch boxes.",Total in 20 M,cups cabbage patta gobi muttaikose thinly shredded onion thinly sliced green bell pepper bell pepper cut into thin strips teaspoon mustard seeds rai kadugu teaspoon methi seeds fenugreek seeds teaspoon turmeric powder haldi teaspoons oil teaspoon lemon juice salt to taste,cups cabbage patta gobi muttaikose thinly shredded onion thinly sliced green bell pepper bell pepper cut into thin strips teaspoon mustard seeds rai kadugu teaspoon methi seeds fenugreek seeds teaspoon turmeric powder haldi teaspoons oil teaspoon lemon juice salt to taste gujarati recipes﻿ vegetarian side dish
raw mango thokku recipe - tamil nadu style raw manga thokku,"2 cups mango (raw) , peeled and chopped 1/2 teaspoon methi seeds (fenugreek seeds) 1/2 cup sesame (gingelly) oil 1/2 teaspoon mustard seeds (rai/ kadugu) 1/4 teaspoon turmeric powder (haldi) 1-1/2 tablespoons red chilli powder 1/2 teaspoon asafoetida (hing) 1 tablespoon salt , (adjust)",south indian recipes,appetizer,vegetarian,"to begin making tamil nadu style raw mango thokku recipe, peel and slice raw mangoes to thin and small pieces and keep aside.in a preheated pan dry roast the methi seeds for 20 seconds or till they darken in colour, stirring continuously so that they do not char.remove from the stove, cool to room temperature, dry grind them in a mixer, and set aside till required.heat the oil in a frying pan/kadai, add the mustard seeds and let them splutter.keep the stove on low flame. when the mustard seeds have spluttered, add the mango pieces,turmeric powder and stir well.sauté till the mango is cooked till soft ,about 10 minutes on a low flame, stirring frequently to ensure the mango doesn't stick to the bottom of the pan.remove a piece of mango and smash with spoon/ladle. if it crushes easily, mangoes are done.once the mango is soft and cooked, smash the pieces gently with the back of a ladle/masher, making sure to be careful that the oil doesn't splash out of the pan.add salt to taste, chilli powder, hing and the powdered methi and stir well to combine.sauté on low flame for 5 minutes till the raw taste of the masalas goes away. turn off the stove and transfer the finished mango thokku to an airtight container.store tamil nadu style raw mango thokku, covered, in the fridge.tamil nadu style raw mango thokku normally keeps great for at least 2 weeks, if a dry spoon is used every time, without any contamination.serve tamil nadu style raw mango thokku along with mixed vegetable sambar and steamed rice or thalicha thayir sadam for a satisfying lunch.",Total in 30 M,cups mango raw peeled and chopped teaspoon methi seeds fenugreek seeds cup sesame gingelly oil teaspoon mustard seeds rai kadugu teaspoon turmeric powder haldi tablespoons red chilli powder teaspoon asafoetida hing tablespoon salt adjust,cups mango raw peeled and chopped teaspoon methi seeds fenugreek seeds cup sesame gingelly oil teaspoon mustard seeds rai kadugu teaspoon turmeric powder haldi tablespoons red chilli powder teaspoon asafoetida hing tablespoon salt adjust south indian recipes vegetarian appetizer
chatpata baby potato recipe,"12 baby potatoes , boiled and peeled 1 tablespoon coriander (dhania) seeds 1 tablespoon cumin seeds (jeera) 1/2 tablespoon fennel seeds (saunf) 1/2 tablespoon whole black peppercorns 2 dry red chillies oil , as required 1-1/2 tablespoon ginger garlic paste 1-1/2 tablespoon tamarind paste 1/4 tablespoon sugar 3 tablespoons water salt , to taste coriander (dhania) leaves , as required, chopped",north indian recipes,lunch,vegetarian,"to begin making the chatpata baby potato recipe, heat a heavy bottomed pan.once done, add in the coriander seeds, cumin seeds, fennel seeds, black peppercorn and dry red chillies. roast them for few seconds.add all roasted dry masala in grinder and turn them into a coarse powder.heat oil in a wok/kadhai. add asafoetida and after few seconds, add ginger garlic paste. saute it properly. this will take about 1 to 2 minutes.add baby potato and cook them till the colour of baby potatoes turn into golden brown.meanwhile, mix tamarind paste and sugar in water and add into the potatoes. add salt to taste and the roasted dry masala. mix and cook the chatpata aloo for two more minute and serve hot.serve chatpata baby potato along with panchmel dal, lauki raita and pudina tawa paratha for a weekday meal.",Total in 25 M,baby potato boiled and peeled tablespoon coriander dhania seeds tablespoon cumin seeds jeera tablespoon fennel seeds saunf tablespoon whole black peppercorns dry red chili oil as required tablespoon ginger garlic paste tablespoon tamarind paste tablespoon sugar tablespoons water salt to taste coriander dhania leaves as required chopped,baby potato boiled and peeled tablespoon coriander dhania seeds tablespoon cumin seeds jeera tablespoon fennel seeds saunf tablespoon whole black peppercorns dry red chili oil as required tablespoon ginger garlic paste tablespoon tamarind paste tablespoon sugar tablespoons water salt to taste coriander dhania leaves as required chopped north indian recipes vegetarian lunch
kala desi chana recipe -brown chickpea curry,"1 cup kala chana (brown chickpeas) 1 teaspoon cumin seeds (jeera) 1 inch ginger , peeled and grated 1 teaspoon turmeric powder (haldi) 1 teaspoon red chilli powder 1 teaspoon garam masala powder 1 teaspoon coriander powder (dhania) 2 tablespoon oil salt , to taste 4 sprig coriander (dhania) leaves , roughly chopped for garnish 4 sprig coriander (dhania) leaves , roughly chopped for garnish",north indian recipes,dinner,high protein vegetarian,"to begin making kala desi chana, first wash and soak the chickpeas for 6 hours or overnight in 2 cups of water. drain the soaked chickpea in a colander.transfer drained chickpeas to pressure cooker with 2 1/2 cups of water. close the lid of the pressure cooker. put the weight on and cook chickpeas over medium heat till they turn soft and tender. see cooking instructions on how to cook lentils/dals. once chickpea is cooked turn off the heat. with the spoon gently press the boiled chickpea. keep aside until required.now heat oil in a wok over medium heat, add the cumin seeds and allow it to crackle. add grated ginger and fry for few seconds. stir in the turmeric powder, coriander powder, garam masala, chilli powder, salt and the cooked chickpeas. stir to combine.allow the mixture to come to a boil over medium heat. once the mixture begins to boil, turn the heat to low and simmer the mixture for 20 to 30 minutes. adjust the consistency and taste of the dish according to your taste, by adding water and spices. if adding water let kala desi chana simmer for few more minutes.turn off the heat. garnish with chopped coriander leaves and transfer kala desi chana into a serving bowl.serve kala desi chana recipe with phulka and beetroot raita for a wholesome lunch or dinner.",Total in 45 M,cup kala chana brown chickpeas teaspoon cumin seeds jeera inch ginger peeled and grated teaspoon turmeric powder haldi teaspoon red chilli powder teaspoon garam masala powder teaspoon coriander powder dhania tablespoon oil salt to taste sprig coriander dhania leaves roughly chopped for garnish sprig coriander dhania leaves roughly chopped for garnish,cup kala chana brown chickpeas teaspoon cumin seeds jeera inch ginger peeled and grated teaspoon turmeric powder haldi teaspoon red chilli powder teaspoon garam masala powder teaspoon coriander powder dhania tablespoon oil salt to taste sprig coriander dhania leaves roughly chopped for garnish sprig coriander dhania leaves roughly chopped for garnish north indian recipes high protein vegetarian dinner
pakistani style tinde ki tarkari recipe - apple gourds cooked with tomatoes,"500 grams tinda (apple gourd) , sliced 2 tomatoes , finely chopped 4 cloves garlic , roughly pounded using pestle and mortar 2 dry red chillies 1 teaspoon cumin seeds (jeera) 2 teaspoons red chilli flakes 1 sprig coriander (dhania) leaves , for garnish 1 green chilli , roughly chopped, for garnish 2 teaspoons oil salt , to taste",pakistani,side dish,vegetarian,"to begin making the pakistani style tinde ki tarkari recipe (apple gourds cooked with tomatoes), wash, dry and cut the apple gourd into thin slices discarding the seeds portion in the centre.heat oil in a heavy bottomed pan/kadhai on medium heat, add the mustard seeds and let it crackle.add the dry red chillies, pounded garlic cloves and saute until the oil becomes fragrant.add the chopped tomatoes and cook until they turns soft and a little mushy.once the tomatoes are soft and mushy, add the sliced apple gourd/tinda, season with salt and cook until the gourds are half cooked.now, add in the red chilli flakes, mix well and let the apple gourd cook until done with the lid closed.once done, switch off heat and garnish the tinde ki tarkari with coriander leaves and green chilli slices.serve pakistani style tinde ki tarkari recipe (apple gourds cooked with tomatoes) along with methi ragi soy wheat thepla recipe and kale chane ki kadhi recipe for a weeknight dinner.",Total in 30 M,grams tinda apple gourd sliced tomato finely chopped cloves garlic roughly pounded using pestle and mortar dry red chili teaspoon cumin seeds jeera teaspoons red chilli flakes sprig coriander dhania leaves for garnish green chilli roughly chopped for garnish teaspoons oil salt to taste,grams tinda apple gourd sliced tomato finely chopped cloves garlic roughly pounded using pestle and mortar dry red chili teaspoon cumin seeds jeera teaspoons red chilli flakes sprig coriander dhania leaves for garnish green chilli roughly chopped for garnish teaspoons oil salt to taste pakistani vegetarian side dish
mangalorean style vaingana mashinga sange sukhe/sukka recipe - brinjal & cashew nut stir fry,"6 small brinjal (baingan / eggplant) , cut into wedges 1 teaspoon mustard seeds (rai/ kadugu) 1 onion , chopped 4 cloves garlic , crushed 1 teaspoon turmeric powder (haldi) 1/2 teaspoon red chilli powder 1 sprig curry leaves to grind 1 tablespoon white urad dal (split) 1 tablespoon chana dal (bengal gram dal) 1 tablespoon coriander (dhania) seeds 1 teaspoon whole black peppercorns 4 dry red chillies",mangalorean,lunch,vegetarian,"to begin making the mangalorean style vaingana mashinga sange sukhe by first dry roasting the ingredients (urad dal, chana dal, coriander seeds, whole peppercorns, dry red chillies) on a flat skillet over a medium heat.roast them until it is golden brown, then cool it down and then grind them into a smooth powder and keep it aside.heat a flat skillet on a medium heat, add oil and temper the mustard seeds and curry leaves for few seconds. then add in the chopped onions and garlic and saute till the onions turn translucent.now add the eggplant along with the ground masala, turmeric powder and red chilli powder. give it a toss and add the cashew nuts as well and mix well.sprinkle some water and salt so that the egg plants gets cooked well, cover it with a lid and cook the brinjal.keep sautéing and turning over so that the eggplant does not get stuck at the bottom of the pan.once done serve it by sprinkling some chopped coriander leaves over it. serve the mangalorean style vaingana mashinga sange sukhe/sukka recipe along with mangalorean padengi ghassi, goli baje recipe and steamed rice for your weekend lunch.",Total in 55 M,small brinjal baingan eggplant cut into wedges teaspoon mustard seeds rai kadugu onion chopped cloves garlic crushed teaspoon turmeric powder haldi teaspoon red chilli powder sprig curry leaves to grind tablespoon white urad dal split tablespoon chana dal bengal gram dal tablespoon coriander dhania seeds teaspoon whole black peppercorns dry red chili,small brinjal baingan eggplant cut into wedges teaspoon mustard seeds rai kadugu onion chopped cloves garlic crushed teaspoon turmeric powder haldi teaspoon red chilli powder sprig curry leaves to grind tablespoon white urad dal split tablespoon chana dal bengal gram dal tablespoon coriander dhania seeds teaspoon whole black peppercorns dry red chili mangalorean vegetarian lunch
cherupayar thoran recipe - kerala style green gram sabzi,"1/2 cup green moong dal (whole) 1 onion , finely chopped 3 green chillies 3 cloves garlic 1/4 cup fresh coconut , grated 1 dry red chilli 1/4 teaspoon turmeric powder (haldi) 1/4 teaspoon cumin seeds (jeera) 1/2 teaspoon mustard seeds (rai/ kadugu) 1 teaspoon white urad dal (split) 2 teaspoons coconut oil curry leaves , few 4 sprig coriander (dhania) leaves , chopped for garnish salt , to taste",south indian recipes,side dish,high protein vegetarian,"to begin making the cherupayar thoran recipe, wash the green gram and pressure cook it for 3 whistles by adding enough water and salt.crush garlic and green chilli in a mortar pestle. mix it with the grated coconut. keep it aside.heat a heavy bottomed pan with coconut oil. once he oil is hot, add mustard seeds and urad dal. once they splutter add cumin seeds, dry red chilli and curry leaves. give a quick fry.add onion, turmeric and salt in the pan. saute the mixture till the onion becomes soft and translucent. add the coconut mixture and sauté it well till raw smell goes. add the cooked green gram and mix it well. keep on the flame on low for 2-3 minutes. switch off and garnish with chopped coriander leaves. serve cherupayar thoran hot. serve cherupayar thoran recipe along with keerai sambar, steamed rice, elai vadam and beetroot pachadi for a weekday meal.",Total in 30 M,cup green moong dal whole onion finely chopped green chili cloves garlic cup fresh coconut grated dry red chilli teaspoon turmeric powder haldi teaspoon cumin seeds jeera teaspoon mustard seeds rai kadugu teaspoon white urad dal split teaspoons coconut oil curry leaves few sprig coriander dhania leaves chopped for garnish salt to taste,cup green moong dal whole onion finely chopped green chili cloves garlic cup fresh coconut grated dry red chilli teaspoon turmeric powder haldi teaspoon cumin seeds jeera teaspoon mustard seeds rai kadugu teaspoon white urad dal split teaspoons coconut oil curry leaves few sprig coriander dhania leaves chopped for garnish salt to taste south indian recipes high protein vegetarian side dish
